id,title,budget_clean,revenue_clean,roi
10054,Spy Kids,35000000,147934180,4.226690857
14736,Love & Basketball,20000000,27728118,1.3864059
10022,The Pacifier,56000000,113006880,2.01798
10015,Heartbreak Ridge,15000000,42724017,2.8482678
15423,Hood of Horror,5000000,25900,0.00518
31668,All The Queen's Men,15000000,23000,0.001533333
787,Mr. & Mrs. Smith,110000000,478207520,4.347341091
43935,Dylan Dog: Dead of Night,20000000,4634062,0.2317031
11890,Oscar,35000000,23562716,0.673220457
67913,The Guard,6000000,19560274,3.260045667
23631,Machete,20000000,31327899,1.56639495
11665,Get Smart,80000000,230685453,2.883568163
6073,The Mexican,57000000,147845033,2.593772509
1574,Chicago,45000000,306776732,6.817260711
9515,The Matador,10000000,17297244,1.7297244
38560,Sunset,16000000,4594452,0.28715325
417644,CHiPS,25000000,26800152,1.07200608
136400,2 Guns,61000000,131940411,2.162957557
23742,Cop Out,30000000,55583804,1.852793467
213681,Masterminds,25000000,29200000,1.168
268920,Hot Pursuit,35000000,51680201,1.476577171
10679,Iron Sky,7500000,8135031,1.0846708
331313,Keeping Up with the Joneses,40000000,29918745,0.747968625
228967,The Interview,44000000,12342632,0.280514364
270774,Skiptrace,32000000,58500000,1.828125
7446,Tropic Thunder,92000000,188072649,2.044267924
8393,The Gods Must Be Crazy,5000000,60000000,12
24804,Black Dynamite,2900000,296557,0.102261034
855,Black Hawk Down,92000000,172989651,1.880322293
13922,The Great Raid,80000000,10166502,0.127081275
11859,Fair Game,50000000,11534477,0.23068954
75674,Act of Valor,12000000,81272766,6.7727305
4824,The Jackal,60000000,159330280,2.655504667
9884,Collateral Damage,85000000,78382433,0.922146271
4141,Shoot 'Em Up,39000000,26820641,0.687708744
319,True Romance,12500000,12281551,0.98252408
62835,Colombiana,40000000,60965854,1.52414635
94348,Alex Cross,45000000,30353232,0.674516267
8374,The Boondock Saints,6000000,30471,0.0050785
45610,Machine Gun Preacher,30000000,2527904,0.084263467
4105,Black Rain,30000000,45892212,1.5297404
46529,I Am Number Four,50000000,144492830,2.8898566
95,Armageddon,140000000,553799566,3.955711186
180,Minority Report,102000000,358372926,3.513460059
280,Terminator 2: Judgment Day,100000000,520000000,5.2
7191,Cloverfield,25000000,170764026,6.83056104
225574,Non-Stop,50000000,222809600,4.456192
49040,The Bourne Legacy,130000000,276572938,2.127484138
10135,Road House,15000000,30050028,2.0033352
13154,Showdown in Little Tokyo,8000000,2275557,0.284444625
38153,Shadow Conspiracy,45000000,2154540,0.047878667
77948,The Cold Light of Day,20000000,16863583,0.84317915
47964,A Good Day to Die Hard,92000000,304654182,3.3114585
9624,On Deadly Ground,50000000,49000000,0.98
1573,Die Hard 2,70000000,240031094,3.429015629
9772,Air Force One,85000000,315156409,3.707722459
70435,Haywire,23000000,33372606,1.45098287
117263,Olympus Has Fallen,70000000,161025640,2.300366286
14854,Lone Wolf McQuade,5000000,12232628,2.4465256
4597,Armored,20000000,22942221,1.14711105
1619,The Way of the Gun,8500000,19125401,2.250047176
127493,Stolen,35000000,2106557,0.060187343
9615,The Fast and the Furious: Tokyo Drift,85000000,158468292,1.864332847
111,Scarface,25000000,65884703,2.63538812
1266,Street Kings,20000000,65569869,3.27849345
507,Killing Zoe,1500000,418961,0.279307333
949,Heat,60000000,187436818,3.123946967
7304,Running Scared,17000000,9500000,0.558823529
6075,Carlito's Way,30000000,36516012,1.2172004
273481,Sicario,30000000,84025816,2.800860533
10388,The Limey,10000000,3193102,0.3193102
10126,Colors,6000000,46616067,7.7693445
28110,Dillinger,1000000,2000000,2
326,Snakes on a Plane,33000000,62022014,1.87945497
40805,The Green Hornet,120000000,227817248,1.898477067
2085,Romeo Must Die,25000000,91036760,3.6414704
13184,Bangkok Dangerous,45000000,42487390,0.944164222
278924,Mechanic: Resurrection,40000000,125729635,3.143240875
106747,Machete Kills,12000000,15008161,1.250680083
984,Dirty Harry,4000000,35976000,8.994
9705,Swordfish,102000000,147080413,1.441964833
21610,Nighthawks,5000000,19905359,3.9810718
1051,The French Connection,1800000,41158757,22.86597611
9461,Enter the Dragon,850000,90000000,105.8823529
13809,RockNRolla,18000000,25739015,1.429945278
584,2 Fast 2 Furious,76000000,236350661,3.109877118
11371,The Score,68000000,71069884,1.045145353
754,Face/Off,80000000,245676146,3.070951825
22787,Whiteout,40000000,12206028,0.3051507
9604,Red Heat,29000000,34994648,1.206712
13056,Punisher: War Zone,20500000,10089373,0.492164537
8292,Four Brothers,45000000,92374674,2.052770533
9923,Domino,50000000,22944502,0.45889004
314,Catwoman,100000000,82102379,0.82102379
5491,Battlefield Earth,44000000,21400000,0.486363636
841,Dune,40000000,30925690,0.77314225
5470,Beowulf,20000000,1531251,0.07656255
534,Terminator Salvation,200000000,371353001,1.856765005
19959,Surrogates,80000000,122444772,1.53055965
124905,Godzilla,160000000,529076069,3.306725431
315837,Ghost in the Shell,110000000,169801921,1.543653827
16995,State of Play,60000000,87784194,1.4630699
1428,Once Upon a Time in Mexico,29000000,98185582,3.385709724
333669,Bastille Day,20000000,14397593,0.71987965
21241,Cannonball,780000,1500000,1.923076923
3080,Top Hat,609000,3202000,5.257799672
12535,High Anxiety,3400000,31063038,9.136187647
10186,The Rocker,15000000,8762890,0.584192667
23082,The Invention of Lying,18500000,31912793,1.725015838
6615,Lars and the Real Girl,12000000,11293663,0.941138583
4951,10 Things I Hate About You,16000000,53478166,3.342385375
4942,Leatherheads,58000000,41299492,0.712060207
11561,Sleeper,2000000,18344729,9.1723645
34106,You Can't Take It With You,1644736,7433101,4.519327722
10780,Overboard,1880006,26713187,14.20909667
34322,Murphy's Romance,13000000,30867525,2.374425
287,Bull Durham,7000000,50888000,7.269714286
11363,She's the One,3500000,9482579,2.709308286
22897,It's Complicated,85000000,219103655,2.577690059
11066,Boomerang,40000000,70100000,1.7525
24686,Love and the City,3500000,9112193,2.603483714
804,Roman Holiday,1500000,12000000,8
9794,Employee of the Month,12000000,38368909,3.197409083
6957,The 40 Year Old Virgin,26000000,109449237,4.209586038
17813,Alex & Emma,30000000,15368897,0.512296567
18973,Cinderfella,3000000,7100000,2.366666667
11631,Mamma Mia!,52000000,609841637,11.72772379
9346,Risky Business,6200000,63541777,10.24867371
58232,Chalet Girl,8000000,1749457,0.218682125
9413,Picture Perfect,19000000,44332015,2.333263947
3981,What Women Want,70000000,374111707,5.344452957
12771,Serving Sara,29000000,16930185,0.583799483
12795,Another Gay Movie,500000,745327,1.490654
20048,Confessions of a Shopaholic,40000000,108332743,2.708318575
772,Home Alone 2: Lost in New York,18000000,358991681,19.94398228
23398,Alvin and the Chipmunks: The Squeakquel,75000000,443140005,5.9085334
9714,Home Alone 3,32000000,79082515,2.471328594
17207,Houseguest,10500000,26325256,2.507167238
23479,The Bad News Bears,35000000,35323292,1.009236914
22949,Old Dogs,35000000,92219310,2.634837429
9353,Nacho Libre,32000000,80197993,2.506187281
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,112483764,1.3233384
13341,Bad News Bears,30000000,34252847,1.141761567
11858,Renaissance Man,40000000,24332324,0.6083081
145220,Muppets Most Wanted,50000000,80383290,1.6076658
11282,Harold & Kumar Go to White Castle,9000000,23936908,2.659656444
9722,Bewitched,85000000,131426169,1.546190224
2619,Splash,8000000,69821334,8.72766675
75,Mars Attacks!,70000000,101371017,1.448157386
10658,Howard the Duck,37000000,37962774,1.026020919
80585,Rock of Ages,75000000,59418613,0.792248173
256924,Danny Collins,10000000,10835752,1.0835752
243,High Fidelity,30000000,47126295,1.5708765
13501,The Good Night,15000000,20380,0.001358667
9390,Jerry Maguire,50000000,273552592,5.47105184
3525,Working Girl,28000000,103173635,3.684772679
38357,Morning Glory,40000000,58785180,1.4696295
46902,The Treatment,900000,82701,0.09189
164,Breakfast at Tiffany's,2500000,9500000,3.8
41556,The Romantics,4500000,123820,0.027515556
2610,Shopgirl,10284523,11588205,1.126761543
8346,My Big Fat Greek Wedding,5000000,368744044,73.7488088
7303,Maid in Manhattan,55000000,154906693,2.816485327
37786,Sex and the City 2,100000000,288347692,2.88347692
350,The Devil Wears Prada,35000000,326551094,9.330031257
10409,Strictly Ballroom,3000000,33946224,11.315408
9675,Sideways,16000000,109502303,6.843893938
392,Chocolat,25000000,152500343,6.10001372
455,Bend It Like Beckham,3500159,76578641,21.8786178
6620,Sabrina,2238813,10000000,4.466652641
39141,Tadpole,150000,2891288,19.27525333
12220,The Story of Us,50000000,58900031,1.17800062
703,Annie Hall,4000000,38251425,9.56285625
9849,My Favorite Martian,65000000,36850101,0.566924631
9310,American Dreamz,17000000,7314027,0.430236882
10707,The Squid and the Whale,1500000,11098131,7.398754
41733,Due Date,65000000,211780824,3.258166523
197583,50 to 1,10000000,1064454,0.1064454
353569,Table 19,5000000,3305592,0.6611184
20761,Play It to the Bone,24000000,8434146,0.35142275
586,Wag the Dog,15000000,64256513,4.283767533
6963,The Weather Man,20000000,12482775,0.62413875
22490,The Women,1688000,2270000,1.34478673
130739,A Coffee in Berlin,300000,2750275,9.167583333
9428,The Royal Tenenbaums,21000000,71441250,3.401964286
9032,Big Daddy,34200000,234801895,6.865552485
148077,The Matriarch,1400000,435000,0.310714286
308084,Tangerine,100000,702354,7.02354
17680,The Girlfriend Experience,1700000,1007962,0.592918824
10683,Happiness,3000000,2807390,0.935796667
13090,Sunshine Cleaning,5000000,16174377,3.2348754
248,Pocketful of Miracles,2900000,5000000,1.724137931
120467,The Grand Budapest Hotel,30000000,174600318,5.8200106
11811,Leprechaun,900000,8556940,9.507711111
27274,Frankenhooker,2500000,205068,0.0820272
19994,Jennifer's Body,16000000,31556061,1.972253813
39895,From a Whisper to a Scream,1100000,1400000,1.272727273
6488,Arachnophobia,31000000,53208180,1.716392903
10661,You Don't Mess with the Zohan,90000000,201596308,2.239958978
15196,Clue,15000000,14643997,0.976266467
10342,Teaching Mrs. Tingle,13000000,8946237,0.688172077
10442,So I Married an Axe Murderer,20000000,11585483,0.57927415
9085,Harlem Nights,30000000,60864870,2.028829
13685,Bottle Rocket,7000000,560069,0.080009857
2757,Adaptation.,19000000,32801173,1.726377526
12241,Curdled,2300000,49620,0.021573913
86838,Seven Psychopaths,15000000,19422261,1.2948174
9835,Jane Austen's Mafia!,10000000,19000000,1.9
9490,Half Baked,8000000,17460020,2.1825025
9384,Starsky & Hutch,60000000,170268750,2.8378125
4551,Be Cool,53000000,95226116,1.79671917
3034,Young Frankenstein,2800000,86273333,30.81190464
12268,The Pink Panther Strikes Again,6000000,33833201,5.638866833
292,Dave Chappelle's Block Party,3000000,11718595,3.906198333
16290,Jackass 3D,20000000,117224271,5.86121355
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,9.008145
10330,Freaky Friday,26000000,110230332,4.239628154
2123,"Me, Myself & Irene",51000000,149270999,2.926882333
10678,Bringing Down the House,20000000,132675402,6.6337701
35056,Date Night,55000000,152263880,2.768434182
2539,Spanglish,80000000,55041367,0.688017088
42889,The Virginity Hit,2000000,563706,0.281853
47762,Scenes from a Mall,3000000,9563393,3.187797667
11302,Bananas,2000000,11833696,5.916848
376659,Bad Moms,20000000,183936074,9.1968037
12133,Step Brothers,65000000,128107642,1.9708868
9941,Down and Out in Beverly Hills,14000000,62134225,4.438158929
9988,Beerfest,17500000,19179969,1.095998229
1831,The Next Best Thing,25000000,24362772,0.97451088
63943,West Is West,3837625,3867000,1.007654474
33676,Losin' It,7000000,1246141,0.178020143
16172,Simply Irresistible,6000000,4398989,0.733164833
1621,Trading Places,40600000,90400000,2.226600985
14536,New in Town,8000000,29010817,3.626352125
9038,The Heartbreak Kid,60000000,127766650,2.129444167
31608,Three Fugitives,15000000,40590000,2.706
12309,Bachelor Party,6000000,38435947,6.405991167
17320,The TV Set,2000000,265198,0.132599
951,Kindergarten Cop,15000000,201957688,13.46384587
2800,Rumor Has It...,70000000,88933562,1.270479457
45243,The Hangover Part II,80000000,254455986,3.180699825
53287,The Super,22000000,11000863,0.500039227
27023,Saint John of Las Vegas,3800000,111731,0.029402895
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,45779,0.0045779
76493,The Dictator,65000000,179379533,2.759685123
13258,Son of Rambow,4000000,6870249,1.71756225
11000,The Birdcage,31000000,185260553,5.976146871
914,The Great Dictator,2000000,11000000,5.5
7553,Waiting...,3000000,18637690,6.212563333
23706,All About Steve,15000000,40105542,2.6737028
46828,Son of the Pink Panther,25000000,2438031,0.09752124
9472,DodgeBall: A True Underdog Story,20000000,167722310,8.3861155
13827,"Surfer, Dude",6000000,69497,0.011582833
16406,Dick,13000000,27500000,2.115384615
212778,Chef,11000000,45967935,4.178903182
8818,Evita,55000000,141047179,2.564494164
642,Butch Cassidy and the Sundance Kid,6000000,102308889,17.0514815
24973,The Egyptian,5000000,15000000,3
96399,For Greater Glory - The True Story of Cristiada,12000000,9622846,0.801903833
11165,Tora! Tora! Tora!,25485000,29548291,1.159438532
35588,Geronimo: An American Legend,35000000,18635620,0.532446286
33157,Waterloo,25000000,3052000,0.12208
11897,How the West Was Won,15000000,50000000,3.333333333
281957,The Revenant,135000000,532950503,3.947781504
18647,One-Eyed Jacks,6000000,4300000,0.716666667
16972,The Frisco Kid,9200000,9346177,1.015888804
10733,The Alamo,145000000,25819961,0.178068697
14729,The Long Riders,10000000,15795189,1.5795189
966,The Magnificent Seven,2000000,4905000,2.4525
37347,Fort Apache,2500000,3000000,1.2
6644,El Dorado,4653000,6000000,1.289490651
310123,Zid,1556288,1268395,0.815013031
255343,Escobar: Paradise Lost,17000000,3758328,0.221078118
60216,Five Graves to Cairo,855000,1200000,1.403508772
334524,Gold,20000000,7227038,0.3613519
27578,The Expendables,80000000,274470394,3.430879925
10497,Bitter Moon,5000000,1862805,0.372561
97630,Zero Dark Thirty,40000000,132820716,3.3205179
1900,Traffic,48000000,207515725,4.323244271
8271,Disturbia,20000000,117760134,5.8880067
1018,Mulholland Drive,15000000,20117339,1.341155933
2251,Unfaithful,50000000,119137784,2.38275568
134411,Snitch,35000000,42930462,1.226584629
1817,Phone Booth,13000000,97837138,7.525933692
11187,Child's Play 3,13000000,20560255,1.581558077
44250,Cruel World,2000000,16344,0.008172
157544,The Vatican Tapes,13000000,1784763,0.137289462
1683,The Reaping,40000000,62771059,1.569276475
10003,The Saint,68000000,118063304,1.736225059
44833,Battleship,209000000,303025485,1.449882703
4349,The Kingdom,70000000,86658558,1.2379794
11595,Another 48 Hrs.,38000000,153518974,4.039973
324552,John Wick: Chapter 2,40000000,171539887,4.288497175
195590,Collide,21500000,4811525,0.22379186
254320,The Lobster,4000000,15656193,3.91404825
68727,Trance,20000000,24261569,1.21307845
1213,The Talented Mr. Ripley,40000000,128798265,3.219956625
109421,Side Effects,30000000,63372757,2.112425233
13483,Awake,86000000,14373825,0.1671375
9558,King of New York,1000000,2554476,2.554476
161,Ocean's Eleven,85000000,450717150,5.302554706
107,Snatch,10000000,83557872,8.3557872
302,Swimming Pool,7800000,22441323,2.877092692
75656,Now You See Me,75000000,117698894,1.569318587
10077,A Sound of Thunder,80000000,5989640,0.0748705
782,Gattaca,36000000,12532777,0.348132694
431,Cube,250000,501818,2.007272
8645,The Happening,60000000,163403799,2.72339665
4437,2010,28000000,40400657,1.442880607
36047,The In Crowd,15000000,5217498,0.3478332
9605,Single White Female,16000000,48017402,3.001087625
11087,The Hand that Rocks the Cradle,11700000,88036683,7.524502821
18206,Alone With Her,1000000,10018,0.010018
9281,Witness,12000000,68706993,5.72558275
23954,Atlantic City,7200000,12729678,1.768010833
33851,A Prayer for the Dying,6000000,1432687,0.238781167
106646,The Wolf of Wall Street,100000000,392000694,3.92000694
27579,The American,20000000,65464324,3.2732162
6977,No Country for Old Men,25000000,171600000,6.864
845,Strangers on a Train,1200000,7000000,5.833333333
241239,A Most Violent Year,20000000,12007070,0.6003535
66,Absolute Power,50000000,50068310,1.0013662
14181,Boiler Room,26000000,28780255,1.106932885
325789,The Infiltrator,25000000,15436808,0.61747232
388,Inside Man,45000000,184376254,4.097250089
77016,End of Watch,7000000,48126384,6.875197714
381,To Catch a Thief,2500000,8750000,3.5
346685,The Girl on the Train,45000000,173185859,3.848574644
273248,The Hateful Eight,44000000,155760117,3.540002659
1642,The Net,22000000,110627965,5.028543864
1592,Primal Fear,30000000,102616183,3.420539433
9573,Blood Work,50000000,26199517,0.52399034
10675,Frantic,20000000,17637950,0.8818975
7183,Perfect Stranger,60795000,73090611,1.202247076
506,Marnie,2135161,7000000,3.278441298
37753,Consenting Adults,18000000,21591728,1.199540444
180863,T2 Trainspotting,18000000,41412709,2.300706056
12143,Bad Lieutenant,1000000,2019469,2.019469
259695,Live by Night,108000000,22678555,0.20998662
1646,Freedom Writers,21000000,41170784,1.960513524
18710,Capone,970000,2000000,2.06185567
505,Johnny Handsome,20000000,7237794,0.3618897
6346,The Chamber,50000000,22540359,0.45080718
103,Taxi Driver,1300000,28262574,21.74044154
157845,The Rover,12250000,2295423,0.187381469
3309,Mildred Pierce,1453000,5638000,3.880247763
21612,The Funeral,12500000,1227324,0.09818592
5924,Papillon,12000000,53267000,4.438916667
300669,Don't Breathe,9900000,157100845,15.86877222
49526,Premium Rush,35000000,31083599,0.888102829
11775,Intolerable Cruelty,60000000,119940815,1.999013583
45324,Casino Jack,12500000,1083683,0.08669464
2360,Saving Grace,10000000,26330482,2.6330482
1965,A Perfect Murder,60000000,128038368,2.1339728
10493,Dead Calm,10000000,7825000,0.7825
27004,Ca$h,7000000,46488,0.006641143
7501,Knockaround Guys,15000000,12000000,0.8
17494,Unlawful Entry,23000000,57138719,2.48429213
2043,Along Came a Spider,60000000,105178561,1.752976017
3093,Basic Instinct 2,70000000,38629478,0.551849686
8688,Snake Eyes,73000000,103891409,1.423169986
70981,Prometheus,130000000,403170142,3.101308785
168,Star Trek IV: The Voyage Home,24000000,133000000,5.541666667
16866,Planet 51,70000000,104945765,1.499225214
17431,Moon,5000000,9760104,1.9520208
1498,Teenage Mutant Ninja Turtles,13500000,202000000,14.96296296
10724,Firefox,18000000,70687344,3.927074667
157,Star Trek III: The Search for Spock,18000000,87000000,4.833333333
16320,Serenity,39000000,38869464,0.996652923
106,Predator,18000000,98235548,5.457530444
8373,Transformers: Revenge of the Fallen,150000000,836297228,5.575314853
36648,Blade: Trinity,65000000,128905366,1.983159477
9920,Ultraviolet,30000000,31070211,1.0356737
22345,Baby Geniuses,12000000,36450736,3.037561333
23048,Hot Tub Time Machine,36000000,64572262,1.793673944
1694,Re-Animator,900000,2023414,2.248237778
63,Twelve Monkeys,29500000,168840000,5.723389831
4858,The Invasion,80000000,15071514,0.188393925
62,2001: A Space Odyssey,10500000,68700000,6.542857143
11542,Altered States,15000000,19853892,1.3235928
10185,The Midnight Meat Train,15000000,3533227,0.235548467
340837,A Cure for Wellness,40000000,26559557,0.663988925
23451,Videocracy,700000,1179676,1.685251429
24348,Powaqqatsi,2500000,589244,0.2356976
10946,Earth,15000000,109000000,7.266666667
41227,A Place Called Chiapas,891000,229000,0.25701459
22074,Capitalism: A Love Story,20000000,17436509,0.87182545
73981,Ayurveda: Art of Being,300000,2074000,6.913333333
1392,Born into Brothels,350000,3515061,10.04303143
46689,Waste Land,1500000,187716,0.125144
137,Groundhog Day,14600000,70906973,4.856641986
132344,Before Midnight,3000000,11176469,3.725489667
86467,Bel Ami,9000000,8303261,0.922584556
4379,Monster-in-Law,43000000,154749918,3.598835302
114,Pretty Woman,14000000,463000000,33.07142857
252,Willy Wonka & the Chocolate Factory,3000000,4000000,1.333333333
14411,Sinbad: Legend of the Seven Seas,60000000,26288320,0.438138667
10527,Madagascar: Escape 2 Africa,150000000,603900354,4.02600236
369883,Middle School: The Worst Years of My Life,8500000,19985196,2.351199529
1268,Mr. Bean's Holiday,25000000,229736344,9.18945376
10364,Catch-22,18000000,24911670,1.383981667
29715,Major Dundee,3800000,14873,0.003913947
853,Enemy at the Gates,68000000,96976270,1.426121618
17264,The Black Stallion,2700000,37799643,13.99986778
488,The African Queen,1300000,10750000,8.269230769
18,The Fifth Element,90000000,263920180,2.932446444
1452,Superman Returns,270000000,391081192,1.448448859
8054,The Imaginarium of Doctor Parnassus,30000000,64352607,2.1450869
24016,The Sheltering Sky,25000000,2075084,0.08300336
1997,Two Brothers,74500000,62172050,0.834524161
12311,Mutiny on the Bounty,1950000,4460000,2.287179487
947,Lawrence of Arabia,15000000,69995385,4.666359
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,2.766404407
8584,Shanghai Noon,55000000,56932305,1.035132818
9486,Johnny English,40000000,160583018,4.01457545
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,1.728394383
2059,National Treasure,100000000,347451894,3.47451894
699,For Your Eyes Only,28000000,195312802,6.975457214
691,The Spy Who Loved Me,14000000,185438673,13.2456195
658,Goldfinger,2500000,124881062,49.9524248
710,GoldenEye,58000000,352194034,6.072310931
954,Mission: Impossible,80000000,457696359,5.721204488
682,The Man with the Golden Gun,7000000,97572000,13.93885714
36658,X2,110000000,407711549,3.706468627
10138,Iron Man 2,200000000,623933331,3.119666655
89,Indiana Jones and the Last Crusade,48000000,474171806,9.878579292
9804,Waterworld,175000000,264218220,1.5098184
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,4.252086665
2897,Around the World in Eighty Days,6000000,42000000,7
11589,Kelly's Heroes,4000000,5200000,1.3
762,Monty Python and the Holy Grail,400000,5028948,12.57237
11483,Pirates,40000000,1641825,0.041045625
576,The Wild Bunch,6244087,638641,0.102279324
1534,Pathfinder,45000000,30822861,0.684952467
8619,Master and Commander: The Far Side of the World,150000000,212011111,1.413407407
36586,Blade II,54000000,155010032,2.870556148
8698,The League of Extraordinary Gentlemen,78000000,179265204,2.298271846
9480,Daredevil,78000000,179179718,2.297175872
834,Underworld: Evolution,50000000,111340801,2.22681602
1636,Bedazzled,48000000,90383208,1.8829835
10865,Atlantis: The Lost Empire,120000000,186053725,1.550447708
11970,Hercules,85000000,252712101,2.973083541
80321,Madagascar 3: Europe's Most Wanted,145000000,746921274,5.1511812
9444,Anastasia,53000000,139804348,2.637817887
50359,Hop,63000000,183953723,2.919900365
30593,Heavy Traffic,950000,1500000,1.578947368
824,Moulin Rouge!,52500000,179213434,3.413589219
16520,The King and I,4550000,21300000,4.681318681
10197,Nine,80000000,53825515,0.672818938
3175,Barry Lyndon,11000000,20000000,1.818181818
271674,Suite Française,15000000,9104716,0.606981067
796,Cruel Intentions,10500000,75902208,7.228781714
1360,Frida,12000000,56298474,4.6915395
314385,By the Sea,10000000,3727746,0.3727746
80591,W.E.,15000000,868439,0.057895933
76,Before Sunrise,2500000,5535405,2.214162
14752,Dil Chahta Hai,2079000,4099000,1.971620972
13910,Death Defying Acts,20000000,8380329,0.41901645
12405,Slumdog Millionaire,15000000,377910544,25.19403627
14811,Fiddler on the Roof,9000000,83304330,9.256036667
152599,The Immigrant,16000000,5867686,0.366730375
38448,Ondine,12000000,1644755,0.137062917
11632,Vanity Fair,23000000,16123851,0.701037
15121,The Sound of Music,8200000,286214286,34.90418122
11706,War and Peace,6000000,12500000,2.083333333
121640,Zaytoun,8000000,42330,0.00529125
227306,Unbroken,65000000,163442937,2.514506723
12412,Miracle at St. Anna,45000000,9323833,0.207196289
423,The Pianist,35000000,120072577,3.430645057
49009,The Way Back,30000000,20348249,0.678274967
10823,Children of the Corn,800000,14000000,17.5
561,Constantine,100000000,230884728,2.30884728
1551,Flatliners,26000000,61489265,2.364971731
72431,Red Tails,58000000,50365377,0.868368569
12100,Windtalkers,115000000,77628265,0.675028391
8198,The Quiet American,30000000,27674124,0.9224708
12628,Playing God,12000000,4000000,0.333333333
22314,In Too Deep,7000000,14011454,2.001636286
9882,The Siege,70000000,116672912,1.666755886
2769,An American in Paris,2723903,4500000,1.652041207
23514,The Rum Diary,45000000,24000000,0.533333333
9779,The Sisterhood of the Traveling Pants,25000000,39053061,1.56212244
4517,Elizabeth: The Golden Age,55000000,74237563,1.349773873
10110,Empire of the Sun,35000000,22238696,0.635391314
1116,The Wind That Shakes the Barley,6500000,22889018,3.521387385
826,The Bridge on the River Kwai,3000000,27200000,9.066666667
9829,United 93,15000000,76286096,5.085739733
192136,Mandela: Long Walk to Freedom,35000000,27330000,0.780857143
1887,Marie Antoinette,40000000,60474340,1.5118585
13537,Shattered Glass,6000000,2944752,0.490792
10747,The Outlaw Josey Wales,3700000,31800000,8.594594595
68718,Django Unchained,100000000,425368238,4.25368238
12162,The Hurt Locker,15000000,42000000,2.8
39538,Contagion,60000000,137551594,2.292526567
2649,The Game,50000000,109423648,2.18847296
44214,Black Swan,13000000,327803731,25.21567162
11329,Runaway Jury,60000000,80154140,1.335902333
48289,The Debt,20000000,45636368,2.2818184
1988,A Mighty Heart,16000000,18928871,1.183054438
238,The Godfather,6000000,245066411,40.84440183
10220,Rounders,12000000,22921898,1.910158167
11327,Midnight Express,2300000,35000000,15.2173913
11928,Tetro,15000000,113221,0.007548067
4012,The Believer,1500000,416925,0.27795
9746,Kundun,28000000,5684789,0.203028179
334,Magnolia,37000000,48451803,1.309508189
1165,The Queen,15000000,123384128,8.225608533
25364,Ace in the Hole,1821052,1300000,0.71387308
38167,Eat Pray Love,60000000,204594016,3.409900267
246860,Clouds of Sils Maria,6600000,1851517,0.280532879
334543,Lion,12000000,140302754,11.69189617
87093,Big Eyes,10000000,28883511,2.8883511
14375,Romanzo criminale,818418,4851244,5.927587125
306819,The Danish Girl,15000000,64191523,4.279434867
228194,The Hundred-Foot Journey,22000000,88880821,4.040037318
13509,The Monster Squad,12000000,3769990,0.314165833
11586,Exorcist II: The Heretic,14000000,30749142,2.196367286
21208,Orphan,20000000,41596251,2.07981255
794,The Omen,2800000,60922980,21.75820714
284564,31,1500000,779820,0.51988
10092,Cry_Wolf,1000000,10047674,10.047674
1975,The Grudge 2,20000000,39143839,1.95719195
210947,Afflicted,318000,121179,0.381066038
791,The Fog,18000000,46201432,2.566746222
8974,The War of the Worlds,2000000,2000000,1
395992,Life,58000000,100541806,1.733479414
60935,The Thing,35000000,28128670,0.803676286
9645,Ghost Ship,35000000,68349884,1.952853829
44040,Devil,10000000,33583175,3.3583175
768,From Hell,35000000,74558115,2.130231857
23963,Pontypool,1500000,32000,0.021333333
138,Dracula,355000,1012189,2.85123662
10307,Stigmata,29000000,50041732,1.725576966
311324,The Great Wall,150000000,331957105,2.213047367
558,Spider-Man 2,200000000,783766341,3.918831705
10911,The Guns of Navarone,6000000,28900000,4.816666667
15749,While She Was Out,6000000,391410,0.065235
11969,Tombstone,25000000,56505065,2.2602026
11209,The Alamo,12000000,7900000,0.658333333
35791,Resident Evil: Afterlife,60000000,300228084,5.0038014
9326,Romancing the Stone,10000000,86572238,8.6572238
6068,Six Days Seven Nights,70000000,164000000,2.342857143
1593,Night at the Museum,110000000,574480841,5.2225531
11212,Baby's Day Out,50000000,16671505,0.3334301
7364,Sahara,130000000,119269486,0.917457585
8427,I Spy,70000000,33561137,0.479444814
944,Lethal Weapon 4,140000000,285444603,2.038890021
10136,The Golden Child,25000000,79817939,3.19271756
9471,Charlie's Angels: Full Throttle,120000000,259175788,2.159798233
62206,30 Minutes or Less,28000000,40547440,1.448122857
177677,Mission: Impossible - Rogue Nation,150000000,682330139,4.548867593
13572,Twisted,50000000,25195000,0.5039
9691,Assassins,50000000,30303072,0.60606144
479,Shaft,46000000,107196498,2.330358652
121856,Assassin's Creed,125000000,240697856,1.925582848
2164,Stargate,55000000,196567262,3.573950218
1771,Captain America: The First Avenger,140000000,370569774,2.646926957
6637,National Treasure: Book of Secrets,130000000,457363168,3.518178215
1656,The Legend of Zorro,75000000,142400065,1.898667533
9946,End of Days,100000000,211989043,2.11989043
12211,Highlander: Endgame,25000000,15843608,0.63374432
