id, budget ,genres,genre_1,genre_2,genre_3,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_month,release_year,release_date, revenue ,runtime_minutes,spoken_languages,count_spoken_language,status,tagline,title,vote_average,vote_count,,
36094," $23,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Drama,Romance,,tt0100680,en,Stanley & Iris,1.91,"[{'name': 'Star Partners II Ltd.', 'id': 206}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,1990,2/9/1990," $5,820,015.00 ",104,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Some people need love spelled out for them.,Stanley & Iris,5.7,26,,
19185," $4,200,000.00 ","[{'id': 27, 'name': 'Horror'}]",Horror,,,tt0100258,en,Night of the Living Dead,10.64,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '21st Century Film Corporation', 'id': 13282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1990,10/18/1990," $5,835,247.00 ",88,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,There IS a fate worse than death.,Night of the Living Dead,6.7,198,,
9542," $6,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Action,Horror,Thriller,tt0091209,en,The Hitcher,5.65,"[{'name': 'Silver Screen Partners', 'id': 514}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'HBO Pictures', 'id': 3078}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,1986,2/21/1986," $5,844,868.00 ",97,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The terror starts the moment he stops.,The Hitcher,6.9,192,,
1857," $6,000,000.00 ","[{'id': 16, 'name': 'Animation'}]",Animation,,,tt0092106,en,The Transformers: The Movie,6.76,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}, {'name': 'Marvel Productions', 'id': 2301}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Sunbow Productions', 'id': 3313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1986,8/8/1986," $5,849,647.00 ",84,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",2,Released,Beyond good. Beyond evil. Beyond your wildest imagination.,The Transformers: The Movie,7.1,134,,
152599," $16,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Drama,Romance,,tt1951181,en,The Immigrant,6.99,"[{'name': 'Kingsgate Films', 'id': 770}, {'name': 'Worldview Entertainment', 'id': 9015}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",July,2013,7/3/2013," $5,867,686.00 ",117,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",3,Released,,The Immigrant,6.2,256,,
9844," $5,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0120777,en,The Opposite of Sex,14.73,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,1998,5/22/1998," $5,879,254.00 ",105,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"You'll laugh, you'll cry, you'll be offended",The Opposite of Sex,5.9,56,,
334533," $5,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Adventure,Comedy,Drama,tt3553976,en,Captain Fantastic,16.52,"[{'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'ShivHans Pictures', 'id': 82673}, {'name': 'Post Haste Digital', 'id': 82674}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",July,2016,7/2/2016," $5,879,736.00 ",119,"[{'iso_639_1': 'eo', 'name': 'Esperanto'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,He Prepared Them for Everything Except the Outside World.,Captain Fantastic,7.9,1569,,
522," $18,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Comedy,Drama,History,tt0109707,en,Ed Wood,11.72,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,1994,9/27/1994," $5,887,457.00 ",127,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,639,,
8009," $16,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Adventure,Action,Fantasy,tt0091203,en,Highlander,16.87,"[{'name': 'Davis-Panzer Productions', 'id': 2737}, {'name': 'Thorn EMI Screen Entertainment', 'id': 6179}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1986,3/7/1986," $5,900,000.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,There can be only one.,Highlander,6.8,642,,
182," $32,000,000.00 ","[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",War,Crime,Drama,tt0452624,en,The Good German,5.29,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Section Eight Productions', 'id': 14315}, {'name': 'Sunset Gower Studios', 'id': 70319}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,2006,12/8/2006," $5,914,908.00 ",108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",4,Released,"If war is Hell, then what comes after?",The Good German,5.9,87,,
20304," $3,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Action,Adventure,Crime,tt0354766,en,Never Die Alone,6.21,"[{'name': 'ContentFilm', 'id': 1420}, {'name': 'Visionbox Pictures', 'id': 60615}, {'name': 'White Orchid Films', 'id': 91636}, {'name': 'Fearon Entertainment', 'id': 91637}, {'name': 'Bloodline Films', 'id': 91638}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,2004,3/26/2004," $5,923,000.00 ",88,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,No king rules forever.,Never Die Alone,5.7,34,,
765," $3,600,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Horror,Comedy,Fantasy,tt0092991,en,Evil Dead II,13.52,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'Rosebud Productions', 'id': 47380}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1987,3/13/1987," $5,923,044.00 ",84,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.5,760,,
6687," $15,000,000.00 ","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",Thriller,Crime,Mystery,tt0800241,en,Transsiberian,12.50,"[{'name': 'Lietuvos Kinostudija', 'id': 2064}, {'name': 'Scout Productions', 'id': 2065}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Future Films', 'id': 10843}, {'name': 'Filmax International', 'id': 12370}, {'name': 'Filmax Group', 'id': 12371}, {'name': 'Universum Film (UFA)', 'id': 12372}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'LT', 'name': 'Lithuania'}]",January,2008,1/18/2008," $5,926,410.00 ",111,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",5,Released,You can't escape your lies.,Transsiberian,6.5,197,,
7873," $2,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",Crime,Drama,Thriller,tt0433387,en,Harsh Times,7.66,"[{'name': 'The Weinstein Company', 'id': 308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2005,9/11/2005," $5,967,038.00 ",120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",3,Released,Take A Ride To The Edge,Harsh Times,6.3,198,,
10077," $80,000,000.00 ","[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",Thriller,Science Fiction,Adventure,tt0318081,en,A Sound of Thunder,4.98,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Baldwin Entertainment Group', 'id': 2234}, {'name': 'Dante Entertainment', 'id': 2755}, {'name': 'Crusader Entertainment', 'id': 2978}, {'name': 'ETIC Films', 'id': 2979}, {'name': 'Forge', 'id': 2980}, {'name': 'QI Quality International GmbH Co. KG', 'id': 2981}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'ApolloMedia Distribution', 'id': 16850}, {'name': 'Coco', 'id': 87847}, {'name': 'Film 111', 'id': 87848}, {'name': 'Jericho Productions Ltd.', 'id': 87849}, {'name': 'MFF (Sound of Thunder)', 'id': 87850}, {'name': 'Matrix Film Finance', 'id': 87851}, {'name': 'Scenario Lane Productions', 'id': 87852}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2005,5/15/2005," $5,989,640.00 ",110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",2,Released,Some Rules Should Never Be Broken.,A Sound of Thunder,4.8,111,,
692," $12,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Horror,Comedy,Crime,tt0069089,en,Pink Flamingos,5.74,"[{'name': 'Dreamland Productions', 'id': 407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1972,3/12/1972," $6,000,000.00 ",93,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,An exercise in poor taste.,Pink Flamingos,6.2,111,,
5721," $76,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Comedy,Drama,Romance,tt0063787,en,Vixen!,1.31,"[{'name': 'Eve Productions', 'id': 24108}, {'name': 'Goldstein Films', 'id': 54599}, {'name': 'Coldstream Films', 'id': 54600}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1968,10/15/1968," $6,000,000.00 ",70,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Is she woman ... or animal?,Vixen!,5.5,16,,
43266," $1,250,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0033729,en,How Green Was My Valley,9.06,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1941,10/28/1941," $6,000,000.00 ",118,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cy', 'name': 'Cymraeg'}]",2,Released,Millions Have Read This Great Novel... Millions more will see an even greater picture!,How Green Was My Valley,6.9,76,,
223," $1,288,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Drama,Mystery,,tt0032976,en,Rebecca,8.59,"[{'name': 'Selznick International Pictures', 'id': 1553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",April,1940,4/12/1940," $6,000,000.00 ",130,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",2,Released,The shadow of this woman darkened their love.,Rebecca,7.7,346,,
2370," $4,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Action,Drama,Mystery,tt0065112,en,Topaz,5.76,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1969,12/18/1969," $6,000,000.00 ",143,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",4,Released,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,Topaz,6.1,78,,
6644," $4,653,000.00 ","[{'id': 37, 'name': 'Western'}]",Western,,,tt0061619,en,El Dorado,7.07,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Laurel Productions', 'id': 10697}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1966,12/17/1966," $6,000,000.00 ",120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",2,Released,It's The Big One With The Big Two!,El Dorado,7.2,96,,
71859," $7,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Drama,Thriller,,tt1242460,en,We Need to Talk About Kevin,5.33,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Oscilloscope Laboratories', 'id': 4748}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2011,9/28/2011," $6,038,942.00 ",112,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,We Need to Talk About Kevin,7.4,687,,
47359," $9,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Drama,Romance,,tt0087968,en,Racing with the Moon,10.94,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jaffe-Lansing', 'id': 14361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1984,3/23/1984," $6,045,657.00 ",108,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"In 1942 California, two young men await induction into the U.S. Marines and say goodbye to their girlfriends.",Racing with the Moon,5.8,15,,
49014," $20,500,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt1480656,en,Cosmopolis,6.09,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Rai Cinema', 'id': 2683}, {'name': 'Prospero Pictures', 'id': 2844}, {'name': 'Alfama Films', 'id': 3061}, {'name': 'Canal+', 'id': 5358}, {'name': 'Jouror Productions', 'id': 12391}, {'name': 'Radiotelevisão Portuguesa (RTP)', 'id': 26019}, {'name': 'Leopardo Filmes', 'id': 44106}, {'name': 'Talandracas', 'id': 44107}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}]",May,2012,5/25/2012," $6,063,556.00 ",109,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,How far can he go before he goes too far?,Cosmopolis,5.1,337,,
16873," $4,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",Action,Adventure,Animation,tt0858486,en,Battle for Terra,6.74,"[{'name': 'MeniThings LLC', 'id': 3223}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2007,9/6/2007," $6,101,046.00 ",85,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Their world is mankind's only hope for survival.,Battle for Terra,6,98,,
152747," $9,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",Action,Adventure,Drama,tt2017038,en,All Is Lost,12.75,"[{'name': 'Sudden Storm Productions', 'id': 6742}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Treehouse Pictures', 'id': 14580}, {'name': 'Before the Door Pictures', 'id': 14861}, {'name': 'Washington Square Films', 'id': 14862}, {'name': 'Black Bear Pictures', 'id': 22146}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2013,10/18/2013," $6,108,720.00 ",106,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Never give up.,All Is Lost,6.6,679,,
37931," $10,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Action,Adventure,Comedy,tt1470023,en,MacGruber,11.11,"[{'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2010,5/21/2010," $6,110,000.00 ",90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",2,Released,He's the ultimate tool.,MacGruber,5.1,184,,
290," $9,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0101410,en,Barton Fink,8.39,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Circle Films', 'id': 11273}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1991,8/1/1991," $6,153,939.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,There's only one thing stranger than what's going on inside his head. What's going on outside.,Barton Fink,7.4,450,,
332979," $6,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt1620935,en,Bleed for This,7.87,"[{'name': 'Younger Than You', 'id': 1047}, {'name': 'Sikelia Productions', 'id': 23243}, {'name': 'Verdi Productions', 'id': 37765}, {'name': 'Bruce Cohen Productions', 'id': 86096}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,2016,11/4/2016," $6,174,491.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",2,Released,This is what the greatest comeback in sports history looks like,Bleed for This,6.7,192,,
245703," $18,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Adventure,Drama,Science Fiction,tt2649554,en,Midnight Special,12.68,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Tri-State Pictures', 'id': 50914}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2016,2/18/2016," $6,212,282.00 ",112,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,He's not like us.,Midnight Special,6.2,705,,
13991," $7,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0844671,en,College,10.36,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2008,8/28/2008," $6,230,276.00 ",94,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,College,4.8,48,,
32221," $7,500,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0102753,en,Rambling Rose,3.40,"[{'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,1991,9/10/1991," $6,266,621.00 ",112,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Innocence has never been so seductive.,Rambling Rose,6.4,21,,
286567," $10,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Action,Adventure,Science Fiction,tt1472584,en,Max Steel,6.70,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Mattel Entertainment', 'id': 49983}, {'name': 'Dolphin Entertainment', 'id': 53592}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2016,10/14/2016," $6,272,403.00 ",92,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,Max Steel,5.1,234,,
78406," $25,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0114536,en,Steal Big Steal Little,1.52,"[{'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,1995,9/29/1995," $6,278,139.00 ",113,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Two brothers. One fortune. Zero chance they'll share it.,Steal Big Steal Little,5.1,7,,
116613," $3,730,500.00 ","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Action,Drama,Crime,tt0857190,en,The Sweeney,5.31,"[{'name': 'Vertigo Films', 'id': 10393}, {'name': 'Exponential Films', 'id': 10896}, {'name': 'Embargo Films', 'id': 22789}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",September,2012,9/11/2012," $6,294,161.00 ",112,"[{'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,Act like a criminal to catch a criminal.,The Sweeney,5.7,110,,
31662," $6,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0118564,en,Affliction,4.41,"[{'name': 'Lions Gate Films', 'id': 35}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1997,8/28/1997," $6,330,054.00 ",114,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,Affliction,5.8,56,,
263472," $2,500,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Drama,Thriller,,tt3605418,en,Knock Knock,11.90,"[{'name': 'Universum Film (UFA)', 'id': 12372}, {'name': 'Dragonfly Entertainment', 'id': 18142}, {'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Sobras International Pictures', 'id': 55497}, {'name': 'Camp Grey', 'id': 83744}, {'name': 'Lionsgate Premiere', 'id': 85885}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",June,2015,6/26/2015," $6,341,684.00 ",99,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,One night can cost you everything.,Knock Knock,4.9,880,,
241258," $5,000,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Horror,Thriller,,tt3216348,en,Incarnate,15.91,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'IM Global', 'id': 7437}, {'name': 'WWE Studios', 'id': 10339}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,2016,12/1/2016," $6,341,855.00 ",91,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Faith Has Failed Us,Incarnate,5.1,142,,
25269," $18,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0101371,en,Article 99,2.47,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1992,3/13/1992," $6,375,979.00 ",100,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"When your hospital is a war zone, you have to fight to save lives.",Article 99,5.5,12,,
25704," $15,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt1142433,en,Post Grad,9.75,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Cold Spring Pictures', 'id': 2363}, {'name': 'The Montecito Picture Company', 'id': 2364}, {'name': 'Fox Atomic', 'id': 2890}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2009,8/21/2009," $6,405,245.00 ",89,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,A Pre-Life Crisis.,Post Grad,5,102,,
20009," $14,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Comedy,Romance,,tt0240900,en,Slackers,8.56,"[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Screen Gems', 'id': 3287}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2002,2/1/2002," $6,413,915.00 ",86,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,When all else fails... cheat.,Slackers,5.4,60,,
10375," $55,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Action,Thriller,,tt0160184,en,D-Tox,13.37,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",January,2002,1/4/2002," $6,416,302.00 ",96,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Survival is a Killer.,D-Tox,5.4,126,,
30690," $9,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0095326,en,Hot to Trot,1.99,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1988,8/26/1988," $6,436,211.00 ",88,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,When I Talk You're Gonna Laugh Yourself Hoarse!,Hot to Trot,5.1,17,,
3033," $10,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0120684,en,Gods and Monsters,6.79,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Flashpoint (I)', 'id': 13495}, {'name': 'Showtime Networks', 'id': 18880}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",January,1998,1/21/1998," $6,451,628.00 ",105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",2,Released,,Gods and Monsters,6.8,82,,
10871," $37,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Action,Adventure,Mystery,tt0119210,en,Switchback,3.74,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1997,10/31/1997," $6,482,195.00 ",118,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The hunter becomes the hunted.,Switchback,5.8,52,,
